name,method,pred_E_mean,pred_E_lcb,true_E60,gain_vs_cell_mean_pct,verdict,true_E120
candidate_0000,reference,2.63705,2.63555,2.66736,2.449,CLAIMABLE,nan
candidate_0001,occ_shift_all,2.63335,2.63187,2.66123,2.214,CLAIMABLE,nan
candidate_0002,occ_remove,2.62935,2.62781,2.63936,1.374,CLAIMABLE,nan
candidate_0003,occ_remove,2.62975,2.62822,2.64173,1.465,CLAIMABLE,nan
